 -277.9251841131 -424.0322641486 -17.2121785496 
 -277.9251841131 -424.0322641486 52.7878214504 

 -302.3248513217 -380.3898966590 -17.2121785496 
 -302.3248513217 -380.3898966590 52.7878214504 

 -352.3200838532 -379.6994445610 -17.2121785496 
 -352.3200838532 -379.6994445610 52.7878214504 

 -377.9156491767 -422.6513599521 -17.2121785496 
 -377.9156491767 -422.6513599521 52.7878214504 

 -353.5159819679 -466.2937274420 -17.2121785496 
 -353.5159819679 -466.2937274420 52.7878214504 

 -303.5207494359 -466.9841795401 -17.2121785496 
 -303.5207494359 -466.9841795401 52.7878214504 

 -277.9251841131 -424.0322641486 -17.2121785496 
 -277.9251841131 -424.0322641486 52.7878214504 

 -327.9204166450 -423.3418120505 -17.2121785496 
 -327.9204166450 -423.3418120505 52.7878214504 

 -277.9251841131 -424.0322641486 -17.2121785496 
 -277.9251841131 -424.0322641486 52.7878214504 

 -327.9204166450 -423.3418120505 -17.2121785496 
 -327.9204166450 -423.3418120505 52.7878214504 

 -302.3248513217 -380.3898966590 -17.2121785496 
 -302.3248513217 -380.3898966590 52.7878214504 

 -327.9204166450 -423.3418120505 -17.2121785496 
 -327.9204166450 -423.3418120505 52.7878214504 

 -352.3200838532 -379.6994445610 -17.2121785496 
 -352.3200838532 -379.6994445610 52.7878214504 

 -327.9204166450 -423.3418120505 -17.2121785496 
 -327.9204166450 -423.3418120505 52.7878214504 

 -377.9156491767 -422.6513599521 -17.2121785496 
 -377.9156491767 -422.6513599521 52.7878214504 

 -327.9204166450 -423.3418120505 -17.2121785496 
 -327.9204166450 -423.3418120505 52.7878214504 

 -353.5159819679 -466.2937274420 -17.2121785496 
 -353.5159819679 -466.2937274420 52.7878214504 

 -327.9204166450 -423.3418120505 -17.2121785496 
 -327.9204166450 -423.3418120505 52.7878214504 

 -303.5207494359 -466.9841795401 -17.2121785496 
 -303.5207494359 -466.9841795401 52.7878214504 

 -327.9204166450 -423.3418120505 -17.2121785496 
 -327.9204166450 -423.3418120505 52.7878214504 

 -277.9251841131 -424.0322641486 -17.2121785496 
 -277.9251841131 -424.0322641486 52.7878214504 


