  234.3043222037 -370.1961142742 -69.5056133465 
  234.3043222037 -370.1961142742 0.4943866535 

  190.6715185141 -394.6128798706 -69.5056133465 
  190.6715185141 -394.6128798706 0.4943866535 

  190.0006559542 -444.6083791028 -69.5056133465 
  190.0006559542 -444.6083791028 0.4943866535 

  232.9625970840 -470.1871127375 -69.5056133465 
  232.9625970840 -470.1871127375 0.4943866535 

  276.5954007736 -445.7703471412 -69.5056133465 
  276.5954007736 -445.7703471412 0.4943866535 

  277.2662633332 -395.7748479090 -69.5056133465 
  277.2662633332 -395.7748479090 0.4943866535 

  234.3043222037 -370.1961142742 -69.5056133465 
  234.3043222037 -370.1961142742 0.4943866535 

  233.6334596439 -420.1916135056 -69.5056133465 
  233.6334596439 -420.1916135056 0.4943866535 

  234.3043222037 -370.1961142742 -69.5056133465 
  234.3043222037 -370.1961142742 0.4943866535 

  233.6334596439 -420.1916135056 -69.5056133465 
  233.6334596439 -420.1916135056 0.4943866535 

  190.6715185141 -394.6128798706 -69.5056133465 
  190.6715185141 -394.6128798706 0.4943866535 

  233.6334596439 -420.1916135056 -69.5056133465 
  233.6334596439 -420.1916135056 0.4943866535 

  190.0006559542 -444.6083791028 -69.5056133465 
  190.0006559542 -444.6083791028 0.4943866535 

  233.6334596439 -420.1916135056 -69.5056133465 
  233.6334596439 -420.1916135056 0.4943866535 

  232.9625970840 -470.1871127375 -69.5056133465 
  232.9625970840 -470.1871127375 0.4943866535 

  233.6334596439 -420.1916135056 -69.5056133465 
  233.6334596439 -420.1916135056 0.4943866535 

  276.5954007736 -445.7703471412 -69.5056133465 
  276.5954007736 -445.7703471412 0.4943866535 

  233.6334596439 -420.1916135056 -69.5056133465 
  233.6334596439 -420.1916135056 0.4943866535 

  277.2662633332 -395.7748479090 -69.5056133465 
  277.2662633332 -395.7748479090 0.4943866535 

  233.6334596439 -420.1916135056 -69.5056133465 
  233.6334596439 -420.1916135056 0.4943866535 

  234.3043222037 -370.1961142742 -69.5056133465 
  234.3043222037 -370.1961142742 0.4943866535 


