  -68.7846919257 257.4620178273 -17.2114596008 
  -68.7846919257 257.4620178273 52.7885403992 

  -18.7922833803 256.5907613707 -17.2114596008 
  -18.7922833803 256.5907613707 52.7885403992 

    6.9584511170 299.4498289392 -17.2114596008 
    6.9584511170 299.4498289392 52.7885403992 

  -17.2832229308 343.1801529647 -17.2114596008 
  -17.2832229308 343.1801529647 52.7885403992 

  -67.2756314763 344.0514094212 -17.2114596008 
  -67.2756314763 344.0514094212 52.7885403992 

  -93.0263659740 301.1923418530 -17.2114596008 
  -93.0263659740 301.1923418530 52.7885403992 

  -68.7846919257 257.4620178273 -17.2114596008 
  -68.7846919257 257.4620178273 52.7885403992 

  -43.0339574283 300.3210853959 -17.2114596008 
  -43.0339574283 300.3210853959 52.7885403992 

  -68.7846919257 257.4620178273 -17.2114596008 
  -68.7846919257 257.4620178273 52.7885403992 

  -43.0339574283 300.3210853959 -17.2114596008 
  -43.0339574283 300.3210853959 52.7885403992 

  -18.7922833803 256.5907613707 -17.2114596008 
  -18.7922833803 256.5907613707 52.7885403992 

  -43.0339574283 300.3210853959 -17.2114596008 
  -43.0339574283 300.3210853959 52.7885403992 

    6.9584511170 299.4498289392 -17.2114596008 
    6.9584511170 299.4498289392 52.7885403992 

  -43.0339574283 300.3210853959 -17.2114596008 
  -43.0339574283 300.3210853959 52.7885403992 

  -17.2832229308 343.1801529647 -17.2114596008 
  -17.2832229308 343.1801529647 52.7885403992 

  -43.0339574283 300.3210853959 -17.2114596008 
  -43.0339574283 300.3210853959 52.7885403992 

  -67.2756314763 344.0514094212 -17.2114596008 
  -67.2756314763 344.0514094212 52.7885403992 

  -43.0339574283 300.3210853959 -17.2114596008 
  -43.0339574283 300.3210853959 52.7885403992 

  -93.0263659740 301.1923418530 -17.2114596008 
  -93.0263659740 301.1923418530 52.7885403992 

  -43.0339574283 300.3210853959 -17.2114596008 
  -43.0339574283 300.3210853959 52.7885403992 

  -68.7846919257 257.4620178273 -17.2114596008 
  -68.7846919257 257.4620178273 52.7885403992 


