  475.9839770585 -439.9527217900 80.4961884036 
  475.9839770585 -439.9527217900 150.4961884036 

  455.0364622319 -485.3531801861 80.4961884036 
  455.0364622319 -485.3531801861 150.4961884036 

  483.8806551334 -526.1944893704 80.4961884036 
  483.8806551334 -526.1944893704 150.4961884036 

  533.6723628616 -521.6353401584 80.4961884036 
  533.6723628616 -521.6353401584 150.4961884036 

  554.6198776882 -476.2348817620 80.4961884036 
  554.6198776882 -476.2348817620 150.4961884036 

  525.7756847865 -435.3935725777 80.4961884036 
  525.7756847865 -435.3935725777 150.4961884036 

  475.9839770585 -439.9527217900 80.4961884036 
  475.9839770585 -439.9527217900 150.4961884036 

  504.8281699602 -480.7940309744 80.4961884036 
  504.8281699602 -480.7940309744 150.4961884036 

  475.9839770585 -439.9527217900 80.4961884036 
  475.9839770585 -439.9527217900 150.4961884036 

  504.8281699602 -480.7940309744 80.4961884036 
  504.8281699602 -480.7940309744 150.4961884036 

  455.0364622319 -485.3531801861 80.4961884036 
  455.0364622319 -485.3531801861 150.4961884036 

  504.8281699602 -480.7940309744 80.4961884036 
  504.8281699602 -480.7940309744 150.4961884036 

  483.8806551334 -526.1944893704 80.4961884036 
  483.8806551334 -526.1944893704 150.4961884036 

  504.8281699602 -480.7940309744 80.4961884036 
  504.8281699602 -480.7940309744 150.4961884036 

  533.6723628616 -521.6353401584 80.4961884036 
  533.6723628616 -521.6353401584 150.4961884036 

  504.8281699602 -480.7940309744 80.4961884036 
  504.8281699602 -480.7940309744 150.4961884036 

  554.6198776882 -476.2348817620 80.4961884036 
  554.6198776882 -476.2348817620 150.4961884036 

  504.8281699602 -480.7940309744 80.4961884036 
  504.8281699602 -480.7940309744 150.4961884036 

  525.7756847865 -435.3935725777 80.4961884036 
  525.7756847865 -435.3935725777 150.4961884036 

  504.8281699602 -480.7940309744 80.4961884036 
  504.8281699602 -480.7940309744 150.4961884036 

  475.9839770585 -439.9527217900 80.4961884036 
  475.9839770585 -439.9527217900 150.4961884036 


